Timestamp,Price,Volume,Sell_Buy
2024-01-01 02:16:02+01:00,81.4,1268.0,Buy
2024-01-01 01:17:05+00:00,69.79,1730.0,BUY
2024-01-01 01:17:15+00:00,42.51,,Buy
2024-01-01 01:17:55+00:00,24.11,1424.0,Sell
2024-01-01 01:19:15+00:00,77.58,1254.0,SELL
2024-01-01 02:19:26+01:00,81.38,1944.0,Sell
2024-01-01 01:20:24+00:00,58.26,1007.0,SELL
2024-01-01 01:21:46+00:00,71.82,1745.0,sell
2024-01-01 02:22:01+01:00,96.01,1647.0,sell
2024-01-01 02:22:06+01:00,67.41,1155.0,Sell
2024-01-01 01:22:48+00:00,73.06,1477.0,Buy
2024-01-01 02:24:17+01:00,77.71,1850.0,sell
2024-01-01 01:25:47+00:00,30.87,333.0,Buy
2024-01-01 02:25:51+01:00,54.44,598.0,SELL
2024-01-01 01:26:15+00:00,60.11,1524.0,Sell
2024-01-01 01:26:35+00:00,51.47,1059.0,Buy
2024-01-01 01:26:36+00:00,68.31,1796.0,Buy
2024-01-01 02:33:58+01:00,31.37,1218.0,Buy
2024-01-01 02:37:34+01:00,27.42,340.0,sell
2024-01-01 01:40:29+00:00,76.12,418.0,buy
2024-01-01 01:41:33+00:00,33.22,742.0,BUY
2024-01-01 01:44:53+00:00,70.36,1486.0,sell
2024-01-01 01:45:22+00:00,99.26,988.0,Buy
2024-01-01 01:45:25+00:00,57.02,537.0,BUY
2024-01-01 01:46:33+00:00,83.72,442.0,buy
2024-01-01 01:47:01+00:00,95.2,423.0,BUY
2024-01-01 01:48:11+00:00,38.26,739.0,BUY
2024-01-01 01:48:29+00:00,31.88,1022.0,Sell
2024-01-01 01:49:45+00:00,58.41,799.0,sell
2024-01-01 02:49:56+01:00,81.46,1992.0,BUY
2024-01-01 01:51:12+00:00,20.87,1591.0,buy
2024-01-01 01:54:10+00:00,96.89,1662.0,buy
2024-01-01 02:54:37+01:00,79.24,403.0,SELL
2024-01-01 01:57:41+00:00,86.66,1287.0,Sell
2024-01-01 01:58:33+00:00,70.7,1002.0,SELL
2024-01-01 01:58:41+00:00,78.97,294.0,Buy
2024-01-01 03:00:14+01:00,62.75,,buy
2024-01-01 02:00:29+00:00,95.68,1730.0,BUY
2024-01-01 03:00:33+01:00,85.51,191.0,buy
2024-01-01 02:01:09+00:00,93.54,1835.0,sell
2024-01-01 02:01:13+00:00,36.97,1804.0,BUY
2024-01-01 02:01:54+00:00,49.26,1924.0,Buy
2024-01-01 02:03:31+00:00,61.76,1964.0,SELL
2024-01-01 02:06:40+00:00,27.53,1346.0,sell
2024-01-01 02:08:33+00:00,55.65,702.0,Sell
2024-01-01 02:10:59+00:00,96.94,337.0,Sell
2024-01-01 02:12:40+00:00,63.34,1358.0,BUY
2024-01-01 02:13:10+00:00,49.97,1803.0,SELL
2024-01-01 02:14:29+00:00,84.76,652.0,BUY
2024-01-01 02:15:21+00:00,38.28,208.0,Sell
2024-01-01 02:15:36+00:00,85.31,193.0,SELL
2024-01-01 02:16:38+00:00,4611.95,1786.0,BUY
2024-01-01 02:16:48+00:00,34.43,618.0,buy
2024-01-01 02:16:51+00:00,30.09,1336.0,Sell
2024-01-01 02:19:47+00:00,,852.0,Sell
2024-01-01 02:23:25+00:00,75.24,802.0,BUY
2024-01-01 02:25:17+00:00,22.73,716.0,BUY
2024-01-01 02:27:01+00:00,47.14,563.0,BUY
2024-01-01 03:28:18+01:00,56.88,142.0,BUY
2024-01-01 02:28:42+00:00,64.48,193.0,SELL
2024-01-01 02:30:27+00:00,46.6,264.0,SELL
2024-01-01 02:30:30+00:00,88.73,1505.0,Buy
2024-01-01 03:31:12+01:00,63.45,465.0,SELL
2024-01-01 03:31:20+01:00,88.33,1970.0,sell
2024-01-01 02:31:47+00:00,85.42,1088.0,SELL
2024-01-01 02:32:10+00:00,22.69,1793.0,Buy
2024-01-01 02:36:51+00:00,35.76,1755.0,SELL
2024-01-01 02:36:53+00:00,54.6,894.0,BUY
2024-01-01 02:37:44+00:00,27.75,73.0,SELL
2024-01-01 02:37:57+00:00,34.8,967.0,Buy
2024-01-01 03:40:58+01:00,50.02,,Sell
2024-01-01 02:41:37+00:00,22.66,1145.0,sell
2024-01-01 02:42:52+00:00,34.31,395.0,SELL
2024-01-01 02:43:08+00:00,57.43,1093.0,Buy
2024-01-01 02:46:06+00:00,56.78,423.0,Buy
2024-01-01 02:49:00+00:00,94.42,482.0,Sell
2024-01-01 02:52:25+00:00,99.07,27696.0,sell
2024-01-01 03:56:12+01:00,47.58,1688.0,Sell
2024-01-01 02:56:31+00:00,55.26,537.0,Buy
2024-01-01 02:57:51+00:00,75.96,797.0,BUY
2024-01-01 02:59:23+00:00,49.44,518.0,sell
2024-01-01 03:01:27+00:00,46.06,549.0,Buy
2024-01-01 03:03:48+00:00,94.01,1135.0,Sell
2024-01-01 03:06:42+00:00,37.68,1026.0,sell
2024-01-01 03:07:27+00:00,64.02,436.0,Sell
2024-01-01 04:09:15+01:00,58.41,1586.0,sell
2024-01-01 03:10:30+00:00,23.19,684.0,Sell
2024-01-01 03:14:08+00:00,33.46,229.0,buy
2024-01-01 03:14:43+00:00,34.39,1540.0,BUY
2024-01-01 04:15:07+01:00,67.93,33442.0,buy
2024-01-01 03:15:52+00:00,80.39,1275.0,Buy
2024-01-01 04:19:04+01:00,53.8,116.0,buy
2024-01-01 03:19:06+00:00,,1236.0,buy
2024-01-01 04:19:54+01:00,77.87,108.0,buy
2024-01-01 03:20:29+00:00,85.8,,BUY
2024-01-01 03:23:23+00:00,50.11,1204.0,sell
2024-01-01 03:24:05+00:00,44.39,1767.0,Buy
2024-01-01 03:26:19+00:00,77.27,702.0,Sell
2024-01-01 03:26:21+00:00,88.58,1926.0,BUY
2024-01-01 03:27:41+00:00,24.95,1513.0,Buy
2024-01-01 03:28:08+00:00,84.04,1445.0,buy
2024-01-01 03:29:22+00:00,41.18,217.0,Buy
2024-01-01 03:30:57+00:00,90.99,663.0,SELL
2024-01-01 03:32:12+00:00,,826.0,Sell
2024-01-01 03:35:01+00:00,60.64,1165.0,BUY
2024-01-01 04:37:57+01:00,68.73,773.0,sell
2024-01-01 03:37:58+00:00,42.53,225.0,Buy
2024-01-01 03:38:44+00:00,72.0,1011.0,Sell
2024-01-01 03:39:26+00:00,63.19,133.0,sell
2024-01-01 03:40:56+00:00,20.22,1297.0,Sell
2024-01-01 03:40:57+00:00,54.94,151.0,SELL
2024-01-01 03:42:58+00:00,95.15,35972.0,Sell
2024-01-01 03:45:06+00:00,39.42,1799.0,sell
2024-01-01 03:47:19+00:00,78.33,1037.0,sell
2024-01-01 03:47:44+00:00,65.62,322.0,BUY
2024-01-01 03:54:29+00:00,45.43,369.0,buy
2024-01-01 04:54:30+01:00,80.1,1419.0,BUY
2024-01-01 03:56:12+00:00,99.26,18391.0,BUY
2024-01-01 05:01:03+01:00,70.86,775.0,Buy
2024-01-01 04:04:42+00:00,52.46,1188.0,Sell
2024-01-01 04:05:01+00:00,96.01,158.0,BUY
2024-01-01 04:05:07+00:00,86.0,112.0,SELL
2024-01-01 04:06:37+00:00,21.35,1744.0,SELL
2024-01-01 04:08:55+00:00,69.87,1657.0,buy
2024-01-01 04:10:53+00:00,94.93,287.0,SELL
2024-01-01 05:13:03+01:00,87.95,1239.0,sell
2024-01-01 04:13:08+00:00,75.9,454.0,Buy
2024-01-01 04:15:04+00:00,57.96,1240.0,sell
2024-01-01 04:16:11+00:00,68.81,1302.0,BUY
2024-01-01 04:18:13+00:00,84.63,1544.0,Buy
2024-01-01 04:19:38+00:00,51.9,1907.0,Buy
2024-01-01 05:20:10+01:00,89.91,1980.0,Buy
2024-01-01 05:21:54+01:00,99.79,441.0,Sell
2024-01-01 05:21:56+01:00,40.6,697.0,SELL
2024-01-01 04:22:31+00:00,,1831.0,buy
2024-01-01 04:22:32+00:00,46.02,903.0,BUY
2024-01-01 04:22:43+00:00,56.89,146.0,BUY
2024-01-01 05:29:16+01:00,30.37,1189.0,sell
2024-01-01 05:29:28+01:00,89.16,227.0,sell
2024-01-01 04:32:15+00:00,70.38,1346.0,buy
2024-01-01 04:32:59+00:00,25.32,1295.0,sell
2024-01-01 04:33:03+00:00,38.41,1460.0,Buy
2024-01-01 04:35:37+00:00,69.17,,BUY
2024-01-01 05:38:22+01:00,49.41,26683.0,Buy
2024-01-01 04:38:32+00:00,56.64,1281.0,BUY
2024-01-01 04:38:37+00:00,53.88,317.0,BUY
2024-01-01 04:39:12+00:00,56.04,1480.0,SELL
2024-01-01 04:40:00+00:00,90.76,1217.0,Sell
2024-01-01 04:43:44+00:00,65.13,1797.0,SELL
2024-01-01 04:46:00+00:00,80.68,140.0,buy
2024-01-01 04:46:55+00:00,31.74,,Buy
2024-01-01 04:47:58+00:00,85.58,1708.0,sell
2024-01-01 04:48:57+00:00,23.01,414.0,Sell
2024-01-01 05:49:49+01:00,77.64,82.0,BUY
2024-01-01 04:51:11+00:00,48.65,1914.0,SELL
2024-01-01 04:51:47+00:00,85.71,399.0,Sell
2024-01-01 04:55:45+00:00,88.0,269.0,Buy
2024-01-01 05:06:14+00:00,80.52,160.0,Buy
2024-01-01 05:07:07+00:00,72.33,,Sell
2024-01-01 05:07:49+00:00,35.25,1911.0,sell
2024-01-01 05:08:32+00:00,47.11,1024.0,Buy
2024-01-01 05:08:43+00:00,31.81,1347.0,Buy
2024-01-01 05:10:08+00:00,95.96,743.0,Buy
2024-01-01 05:11:21+00:00,95.95,1657.0,Buy
2024-01-01 05:12:15+00:00,23.53,,SELL
2024-01-01 05:12:25+00:00,36.68,1066.0,Sell
2024-01-01 05:13:13+00:00,24.09,759.0,SELL
2024-01-01 06:14:02+01:00,44.83,1945.0,Buy
2024-01-01 06:14:04+01:00,75.75,1879.0,Buy
2024-01-01 06:14:34+01:00,47.51,1114.0,Buy
2024-01-01 05:18:06+00:00,56.41,1263.0,buy
2024-01-01 05:19:56+00:00,91.16,927.0,Sell
2024-01-01 06:21:41+01:00,73.63,622.0,Buy
2024-01-01 05:23:07+00:00,39.1,1422.0,SELL
2024-01-01 06:24:46+01:00,90.57,,Buy
2024-01-01 05:24:49+00:00,71.44,151.0,sell
2024-01-01 06:26:06+01:00,68.54,278.0,Buy
2024-01-01 05:26:38+00:00,44.56,988.0,Sell
2024-01-01 05:27:56+00:00,92.53,1445.0,Buy
2024-01-01 05:28:52+00:00,67.8,757.0,sell
2024-01-01 06:33:41+01:00,89.41,1482.0,Buy
2024-01-01 05:34:26+00:00,52.43,381.0,Buy
2024-01-01 05:37:06+00:00,89.34,322.0,sell
2024-01-01 06:38:41+01:00,41.53,1873.0,buy
2024-01-01 06:39:16+01:00,45.47,1546.0,BUY
2024-01-01 06:39:39+01:00,24.0,1936.0,sell
2024-01-01 05:46:10+00:00,81.05,533.0,Buy
2024-01-01 05:48:42+00:00,89.24,354.0,BUY
2024-01-01 05:48:53+00:00,21.89,810.0,buy
2024-01-01 05:50:38+00:00,64.89,1107.0,BUY
2024-01-01 06:53:14+01:00,29.24,1481.0,BUY
2024-01-01 05:54:31+00:00,69.73,1823.0,sell
2024-01-01 05:54:55+00:00,51.05,1516.0,Buy
2024-01-01 05:58:11+00:00,42.36,446.0,BUY
2024-01-01 05:59:55+00:00,79.22,1051.0,BUY
2024-01-01 06:01:20+00:00,91.95,917.0,Sell
2024-01-01 06:01:37+00:00,71.65,1793.0,Buy
2024-01-01 06:03:11+00:00,60.16,1746.0,BUY
2024-01-01 06:04:55+00:00,43.1,1150.0,Buy
2024-01-01 06:05:28+00:00,21.68,412.0,SELL
2024-01-01 06:11:06+00:00,36.43,1200.0,SELL
2024-01-01 06:11:50+00:00,22.52,664.0,buy
2024-01-01 07:13:30+01:00,37.15,567.0,Buy
2024-01-01 06:17:40+00:00,95.87,1091.0,SELL
2024-01-01 06:19:01+00:00,46.82,957.0,Buy
2024-01-01 06:20:35+00:00,81.88,216.0,Sell
2024-01-01 06:20:50+00:00,61.01,1580.0,buy
2024-01-01 07:23:23+01:00,26.75,619.0,SELL
2024-01-01 06:24:40+00:00,96.64,1134.0,buy
2024-01-01 07:27:04+01:00,35.81,1245.0,BUY
2024-01-01 07:27:55+01:00,48.6,1373.0,Buy
2024-01-01 06:31:46+00:00,46.32,1922.0,buy
2024-01-01 06:31:48+00:00,74.62,1103.0,Buy
2024-01-01 06:33:39+00:00,76.92,1540.0,BUY
2024-01-01 06:34:57+00:00,48.87,1507.0,SELL
2024-01-01 06:35:06+00:00,93.75,1364.0,buy
2024-01-01 06:37:12+00:00,74.86,130.0,Sell
2024-01-01 06:38:49+00:00,78.69,1389.0,Sell
2024-01-01 07:38:50+01:00,82.4,226.0,BUY
2024-01-01 06:39:42+00:00,56.35,1347.0,SELL
2024-01-01 07:40:20+01:00,56.61,1354.0,sell
2024-01-01 06:41:23+00:00,36.17,737.0,sell
2024-01-01 06:42:14+00:00,58.8,,Buy
2024-01-01 07:42:37+01:00,77.09,1752.0,SELL
2024-01-01 06:44:54+00:00,77.47,194.0,buy
2024-01-01 06:45:19+00:00,41.36,967.0,buy
2024-01-01 06:47:33+00:00,34.22,291.0,Buy
2024-01-01 07:47:40+01:00,23.55,926.0,SELL
2024-01-01 06:48:36+00:00,37.27,632.0,BUY
2024-01-01 06:53:18+00:00,36.35,496.0,buy
2024-01-01 06:59:13+00:00,81.05,645.0,Sell
2024-01-01 07:00:23+00:00,74.88,1996.0,Sell
2024-01-01 07:05:22+00:00,84.29,987.0,Sell
2024-01-01 07:06:52+00:00,89.45,1133.0,Buy
2024-01-01 07:07:44+00:00,61.53,226.0,BUY
2024-01-01 08:11:30+01:00,51.12,1592.0,Sell
2024-01-01 07:11:36+00:00,79.7,591.0,buy
2024-01-01 08:11:59+01:00,58.61,514.0,BUY
2024-01-01 07:12:27+00:00,60.48,495.0,SELL
2024-01-01 07:13:28+00:00,44.33,1898.0,sell
2024-01-01 08:14:44+01:00,64.41,763.0,Buy
2024-01-01 07:15:19+00:00,65.96,1612.0,BUY
2024-01-01 07:16:00+00:00,88.12,1885.0,Sell
2024-01-01 08:16:52+01:00,55.42,900.0,Sell
2024-01-01 07:17:27+00:00,58.77,832.0,Buy
2024-01-01 07:17:27+00:00,76.84,1299.0,Buy
2024-01-01 07:18:38+00:00,37.85,891.0,SELL
2024-01-01 07:19:46+00:00,97.75,860.0,buy
2024-01-01 07:22:17+00:00,68.22,503.0,Sell
2024-01-01 07:22:36+00:00,84.26,1652.0,sell
2024-01-01 07:22:46+00:00,67.63,134.0,Sell
2024-01-01 07:23:52+00:00,53.66,1008.0,Sell
2024-01-01 07:24:02+00:00,37.67,77.0,BUY
2024-01-01 07:24:09+00:00,57.47,229.0,buy
2024-01-01 07:25:48+00:00,47.28,1337.0,BUY
2024-01-01 07:25:52+00:00,81.83,1863.0,Sell
2024-01-01 07:25:55+00:00,45.86,764.0,sell
2024-01-01 08:26:00+01:00,69.91,1994.0,Sell
2024-01-01 07:26:43+00:00,21.61,179.0,sell
2024-01-01 07:30:24+00:00,54.48,1513.0,Sell
2024-01-01 07:30:30+00:00,76.23,1414.0,Buy
2024-01-01 07:30:52+00:00,39.72,895.0,BUY
2024-01-01 07:32:45+00:00,83.7,1637.0,buy
2024-01-01 08:32:48+01:00,69.5,1233.0,Sell
2024-01-01 07:33:27+00:00,61.11,444.0,BUY
2024-01-01 07:40:16+00:00,82.39,756.0,SELL
2024-01-01 08:41:29+01:00,37.75,658.0,buy
2024-01-01 08:43:35+01:00,93.17,1577.0,sell
2024-01-01 07:44:58+00:00,98.09,793.0,BUY
2024-01-01 08:46:28+01:00,67.72,21564.0,Buy
2024-01-01 07:48:04+00:00,73.38,1138.0,Sell
2024-01-01 07:48:14+00:00,73.35,272.0,BUY
2024-01-01 07:48:49+00:00,60.35,1167.0,sell
2024-01-01 08:48:54+01:00,98.69,786.0,buy
2024-01-01 07:53:11+00:00,90.39,1348.0,Sell
2024-01-01 08:54:54+01:00,71.54,1325.0,BUY
2024-01-01 07:55:31+00:00,51.01,1571.0,BUY
2024-01-01 07:56:07+00:00,76.6,1215.0,buy
2024-01-01 07:59:17+00:00,40.67,204.0,buy
2024-01-01 08:03:05+00:00,25.26,125.0,sell
2024-01-01 08:03:18+00:00,69.9,1098.0,SELL
2024-01-01 08:03:20+00:00,45.87,642.0,Buy
2024-01-01 08:08:10+00:00,85.99,800.0,Sell
2024-01-01 09:08:11+01:00,83.17,1697.0,Buy
2024-01-01 08:08:29+00:00,84.46,816.0,sell
2024-01-01 09:08:38+01:00,86.86,1252.0,buy
2024-01-01 08:09:49+00:00,53.18,664.0,BUY
2024-01-01 09:12:18+01:00,79.67,1217.0,Sell
2024-01-01 08:17:23+00:00,73.87,1804.0,SELL
2024-01-01 09:17:43+01:00,77.53,1259.0,Buy
2024-01-01 08:17:47+00:00,25.18,1674.0,SELL
2024-01-01 09:19:55+01:00,85.67,564.0,buy
2024-01-01 08:20:21+00:00,68.39,1307.0,Sell
2024-01-01 08:25:00+00:00,88.61,568.0,sell
2024-01-01 08:25:43+00:00,35.57,246.0,Sell
2024-01-01 08:26:05+00:00,66.26,284.0,Sell
2024-01-01 09:27:07+01:00,51.99,1729.0,SELL
2024-01-01 08:27:30+00:00,39.22,496.0,sell
2024-01-01 08:28:23+00:00,95.02,964.0,Buy
2024-01-01 08:30:49+00:00,52.93,1937.0,buy
2024-01-01 09:33:05+01:00,56.52,993.0,Sell
2024-01-01 08:33:23+00:00,74.64,1025.0,Sell
2024-01-01 09:35:08+01:00,36.12,502.0,SELL
2024-01-01 08:35:30+00:00,53.95,1799.0,Buy
2024-01-01 08:36:21+00:00,58.23,426.0,BUY
2024-01-01 08:36:57+00:00,34.86,486.0,BUY
2024-01-01 08:38:11+00:00,72.0,1114.0,BUY
2024-01-01 08:39:59+00:00,65.7,469.0,Sell
2024-01-01 08:43:46+00:00,76.27,213.0,Sell
2024-01-01 08:44:18+00:00,39.08,1366.0,Buy
2024-01-01 08:44:40+00:00,57.8,1547.0,buy
2024-01-01 08:46:36+00:00,60.01,962.0,sell
2024-01-01 08:47:23+00:00,96.04,1163.0,buy
2024-01-01 08:49:24+00:00,88.1,513.0,Sell
2024-01-01 08:49:47+00:00,99.44,1942.0,Buy
2024-01-01 09:49:49+01:00,40.02,641.0,Sell
2024-01-01 08:51:22+00:00,60.9,1045.0,sell
2024-01-01 08:57:22+00:00,26.18,31046.0,Sell
2024-01-01 08:59:53+00:00,75.25,1367.0,Sell
2024-01-01 09:00:57+00:00,72.44,1397.0,SELL
2024-01-01 10:03:24+01:00,4030.98,1884.0,BUY
2024-01-01 09:04:12+00:00,33.22,1434.0,sell
2024-01-01 09:04:27+00:00,22.5,229.0,SELL
2024-01-01 09:05:26+00:00,81.21,1916.0,buy
2024-01-01 09:08:49+00:00,96.99,1111.0,buy
2024-01-01 09:09:06+00:00,41.57,1334.0,Sell
2024-01-01 09:11:21+00:00,76.94,48269.0,SELL
2024-01-01 10:13:42+01:00,28.99,1935.0,Sell
2024-01-01 09:17:58+00:00,65.49,310.0,BUY
2024-01-01 09:18:00+00:00,30.99,976.0,SELL
2024-01-01 09:18:16+00:00,98.77,1159.0,buy
2024-01-01 10:19:02+01:00,76.13,1946.0,Sell
2024-01-01 09:22:26+00:00,21.41,793.0,buy
2024-01-01 09:22:26+00:00,35.51,735.0,sell
2024-01-01 09:23:21+00:00,76.17,565.0,Buy
2024-01-01 09:23:39+00:00,22.11,433.0,BUY
2024-01-01 09:25:24+00:00,29.61,1816.0,SELL
2024-01-01 09:29:17+00:00,64.26,1446.0,SELL
2024-01-01 10:30:13+01:00,77.19,625.0,BUY
2024-01-01 10:30:16+01:00,99.36,1354.0,SELL
2024-01-01 09:30:47+00:00,64.64,649.0,Sell
2024-01-01 09:31:38+00:00,35.6,558.0,Sell
2024-01-01 09:32:55+00:00,65.9,1063.0,sell
2024-01-01 09:33:33+00:00,23.33,1372.0,buy
2024-01-01 09:34:01+00:00,66.34,1754.0,Sell
2024-01-01 09:36:40+00:00,32.66,743.0,buy
2024-01-01 09:36:57+00:00,64.7,729.0,SELL
2024-01-01 09:37:07+00:00,20.95,1365.0,BUY
2024-01-01 09:39:21+00:00,94.86,1448.0,buy
2024-01-01 09:41:40+00:00,27.7,1476.0,Sell
2024-01-01 09:44:46+00:00,86.2,1801.0,Sell
2024-01-01 09:46:21+00:00,81.6,18186.0,Buy
2024-01-01 10:47:07+01:00,26.86,1994.0,buy
2024-01-01 09:47:43+00:00,62.28,1718.0,BUY
2024-01-01 09:48:43+00:00,89.61,388.0,SELL
2024-01-01 09:49:47+00:00,71.78,1171.0,Buy
2024-01-01 10:51:37+01:00,75.35,520.0,sell
2024-01-01 09:51:43+00:00,56.41,137.0,Sell
2024-01-01 09:52:27+00:00,96.14,134.0,Sell
2024-01-01 09:53:25+00:00,59.15,1147.0,Sell
2024-01-01 10:53:49+01:00,39.99,1267.0,BUY
2024-01-01 09:54:31+00:00,44.12,273.0,buy
2024-01-01 10:56:22+01:00,22.14,629.0,sell
2024-01-01 09:57:52+00:00,51.36,53.0,Sell
2024-01-01 09:58:18+00:00,81.81,361.0,SELL
2024-01-01 09:59:57+00:00,27.5,245.0,Sell
2024-01-01 10:00:07+00:00,37.92,120.0,SELL
2024-01-01 11:00:40+01:00,85.46,1474.0,BUY
2024-01-01 10:01:17+00:00,94.06,233.0,Buy
2024-01-01 10:02:58+00:00,95.48,1190.0,Sell
2024-01-01 10:04:00+00:00,51.83,1440.0,buy
2024-01-01 10:06:02+00:00,63.58,1924.0,SELL
2024-01-01 11:06:35+01:00,68.56,200.0,Sell
2024-01-01 11:06:52+01:00,25.87,1354.0,BUY
2024-01-01 11:06:57+01:00,41.18,1195.0,BUY
2024-01-01 10:07:01+00:00,84.61,127.0,SELL
2024-01-01 10:07:45+00:00,46.89,765.0,Sell
2024-01-01 10:11:01+00:00,76.8,646.0,sell
2024-01-01 10:13:28+00:00,30.02,1860.0,sell
2024-01-01 11:14:27+01:00,33.0,491.0,SELL
2024-01-01 11:14:40+01:00,33.18,1143.0,buy
2024-01-01 10:16:29+00:00,75.89,1459.0,BUY
2024-01-01 10:16:37+00:00,64.78,509.0,Buy
2024-01-01 11:17:22+01:00,49.52,1201.0,buy
2024-01-01 11:19:29+01:00,54.75,1209.0,BUY
2024-01-01 10:19:59+00:00,61.5,812.0,Sell
2024-01-01 10:20:56+00:00,98.1,664.0,Sell
2024-01-01 10:27:18+00:00,46.96,958.0,sell
2024-01-01 10:27:56+00:00,50.96,349.0,sell
2024-01-01 10:33:24+00:00,29.51,1500.0,Buy
2024-01-01 10:34:59+00:00,53.31,1123.0,SELL
2024-01-01 10:36:12+00:00,91.0,1595.0,sell
2024-01-01 10:39:39+00:00,75.32,842.0,Buy
2024-01-01 10:41:03+00:00,85.47,271.0,BUY
2024-01-01 10:41:47+00:00,,135.0,sell
2024-01-01 11:42:09+01:00,44.97,186.0,Sell
2024-01-01 10:43:20+00:00,95.32,1310.0,buy
2024-01-01 10:44:46+00:00,97.48,1399.0,buy
2024-01-01 11:45:35+01:00,67.12,1563.0,Buy
2024-01-01 10:47:12+00:00,43.92,813.0,Buy
2024-01-01 10:51:04+00:00,39.06,1940.0,Buy
2024-01-01 10:54:34+00:00,30.45,677.0,buy
2024-01-01 10:54:40+00:00,72.49,240.0,SELL
2024-01-01 10:56:15+00:00,39.66,643.0,BUY
2024-01-01 11:56:39+01:00,55.87,383.0,buy
2024-01-01 10:56:57+00:00,76.13,909.0,SELL
2024-01-01 10:59:12+00:00,42.42,861.0,Buy
2024-01-01 11:03:39+00:00,62.84,489.0,sell
2024-01-01 11:06:39+00:00,68.91,1019.0,SELL
2024-01-01 11:06:50+00:00,22.31,852.0,sell
2024-01-01 11:07:32+00:00,61.74,458.0,Buy
2024-01-01 11:08:06+00:00,94.18,1317.0,Buy
2024-01-01 11:11:06+00:00,66.21,472.0,Buy
2024-01-01 11:12:31+00:00,26.72,546.0,sell
2024-01-01 11:18:22+00:00,43.71,342.0,Buy
2024-01-01 11:18:53+00:00,25.42,545.0,SELL
2024-01-01 11:18:55+00:00,61.82,1749.0,Sell
2024-01-01 11:20:04+00:00,86.79,975.0,SELL
2024-01-01 11:21:14+00:00,48.55,985.0,Sell
